"","gene","len"
"2391","SPBP8B7.01c",1.311
"2392","SPNCRNA.1371",1.307
"2393","SPBC26H8.14c",0.683
"2394","SPBC19G7.06",3.624
"2395","SPBC651.10",1.741
"2396","SPCC1919.14c",1.956
"2397","SPBC32F12.10",2.193
"2398","SPAC6F12.05c",3.492
"2399","SPBC1921.01c",0.743
"2400","SPAC23H3.03c",1.937
"2401","SPCC622.02",1.108
"2402","SPAC1006.09",5.034
"2403","SPAPB1E7.14",1.835
"2404","SPAC22E12.07",2.823
"2405","SPNCRNA.709",0.592
"2406","SPBC428.20c",2.879
"2407","SPCC550.01c",0.28
"2408","SPAC31A2.05c",5.372
"2409","SPAC16E8.15",1.498
"2410","SPAC31A2.15c",2.174
"2411","SPCC825.04c",1.678
"2412","SPAC4F10.08",2.617
"2413","SPAC26H5.06",3.206
"2414","SPAC1687.03c",1.389
"2415","SPBC577.08c",1.185
"2416","SPBC776.13",3.906
"2417","SPCC1450.15",2.063
"2418","SPNCRNA.1317",0.365
"2419","SPCC4G3.02",1.593
"2420","SPNCRNA.844",2.049
"2421","SPAC1B3.17",2.455
"2422","SPAC13A11.01c",3.665
"2423","SPBC13G1.02",1.684
"2424","SPBC25D12.06",3.095
"2425","SPAC24B11.12c",5.228
"2426","SPBC2G2.13c",3.42
"2427","SPBC25D12.04",1.452
"2428","SPBC4F6.17c",2.612
"2429","SPAC22H10.11c",2.427
"2430","SPBC1347.13c",1.245
"2431","SPCTRNASER.11",0.097
"2432","SPCTRNAMET.07",0.072
"2433","SPBP4H10.12",0.733
"2434","SPCC417.11c",4.171
"2435","SPAC29B12.07",6.534
"2436","SPBC1289.05c",0.733
"2437","SPCC962.06c",2.047
"2438","SPAC110.02",4.062
"2439","SPBC30D10.21",0.362
"2440","SPBC530.12c",2.457
"2441","SPBC32F12.03c",0.752
"2442","SPAC13G6.01c",4.213
"2443","SPAC22F3.05c",5.85
"2444","SPNCRNA.1665",2.96
"2445","SPBC1198.01",1.938
"2446","SPNCRNA.823",0.693
"2447","SPBC30D10.10c",7.487
"2448","SPNCRNA.1684",1.18
"2449","SPBC660.13c",2.145
"2450","SPAC9.10",3.352
"2451","SPCC18.12c",1.536
"2452","SPAC13G7.09c",0.881
"2453","SPCC16A11.13",1.431
"2454","SPAC23H3.15c",1.363
"2455","SPAC1782.03",1.804
"2456","SPAC664.02c",2.57
"2457","SPBC211.06",2.062
"2458","SPBC1711.16",1.985
"2459","SPBC17D11.01",1.846
"2460","SPBC25H2.05",0.614
"2461","SPCC338.03c",1.44
"2462","SPAC23G3.09",1.625
"2463","SPAC29A4.16",2.838
"2464","SPNCRNA.1536",0.67
"2465","SPBC651.08c",4.666
"2466","SPAC20H4.09",2.293
"2467","SPBC18E5.10",3.16
"2468","SPBC337.09",1.165
"2469","SPNCRNA.189",0.407
"2470","SPCC63.14",4.409
"2471","SPSNORNA.03",0.1
"2472","SPAC14C4.15c",2.74
"2473","SPCC550.04c",1.645
"2474","SPBC660.11",1.775
"2475","SPAC1B1.02c",2.169
"2476","SPCC594.02c",3.199
"2477","SPAC10F6.09c",3.894
"2478","SPNCRNA.1191",3.091
"2479","SPBC215.12",3.417
"2480","SPBC1105.11c",0.858
"2481","SPBC2D10.18",2.201
"2482","SPAC57A10.09c",1.247
"2483","SPCC1235.15",1.803
"2484","SPBC887.05c",1.103
"2485","SPAC5H10.12c",2.013
"2486","SPBC691.04",1.98
"2487","SPBC26H8.16",0.945
"2488","SPCP25A2.02c",3.71
"2489","SPAC20G8.06",6.61
"2490","SPAC22E12.10c",2.197
"2491","SPBC1683.08",3.82
"2492","SPAC458.07",1.679
"2493","SPCC13B11.02c",3.823
"2494","SPNCRNA.2001",3.959
"2495","SPNCRNA.2002",3.895
"2496","SPBC4F6.11c",1.892
"2497","SPCC1682.12c",2.328
"2498","SPAC22F8.06",1.073
"2499","SPBP35G2.16c",2.774
"2500","SPBC29B5.02c",3.175
"2501","SPAC4H3.13",0.688
"2502","SPBC13E7.02",2.08
"2503","SPCC663.07c",0.752
"2504","SPAC664.08c",1.783
"2505","SPAC13D6.04c",1.944
"2506","SPAC1002.08c",1.882
"2507","SPBC83.09c",1.579
"2508","SPCC1902.02",2.612
"2509","SPBC6B1.10",8.352
"2510","SPNCRNA.1650",0.842
"2511","SPSNORNA.28",0.073
"2512","SPAC2C4.10c",1.111
"2513","SPAC1006.01",1.878
"2514","SPBC18H10.03",1.549
"2515","SPBC17G9.09",1.68
"2516","SPAC17A2.06c",3.882
"2517","SPAC664.14",2.186
"2518","SPCP25A2.03",2.618
"2519","SPNCRNA.663",1.803
"2520","SPBC577.09",2
"2521","SPBC582.07c",1.41
"2522","SPNCRNA.1102",0.589
"2523","SPNCRNA.1560",3.818
"2524","SPNCRNA.1582",2.647
"2525","SPBC1198.11c",2.099
"2526","SPAC3A11.05c",3.146
"2527","SPAC1B3.10c",1.995
"2528","SPBC1198.05",0.927
"2529","SPSNORNA.41",0.168
"2530","SPCC23B6.03c",8.968
"2531","SPCC970.10c",3.339
"2532","SPAP8A3.06",0.854
"2533","SPAC222.08c",1.408
"2534","SPAC3F10.04",3.946
"2535","SPCC1672.11c",4.133
"2536","SPCC645.04",1.253
"2537","SPAC12G12.13c",2.366
"2538","SPNCRNA.1200",0.843
"2539","SPNCRNA.798",1.897
"2540","SPBC17A3.08",1.659
"2541","SPAC823.04",0.925
"2542","SPAC1687.06c",0.494
"2543","SPAC1002.04c",0.868
"2544","SPCC18B5.09c",0.782
"2545","SPAC1952.05",2.098
"2546","SPBC337.13c",1.352
"2547","SPAC343.05",2.212
"2548","SPAC3H1.10",2.265
"2549","SPAC23A1.05",1.09
"2550","SPCC1620.01c",1.09
"2551","SPAPYUK71.03c",5.33
"2552","SPAC3G6.08",1.036
"2553","SPBC14F5.02",1.847
"2554","SPAC31G5.02",1.428
"2555","SPAP4C9.02",0.845
"2556","SPNCRNA.736",2.567
"2557","SPBC776.10c",2.539
"2558","SPBTRNAARG.05",0.102
"2559","SPAC18B11.03c",2.121
"2560","SPAC16E8.09",3.103
"2561","SPBC11B10.08",1.554
"2562","SPAPB2B4.06",1.395
"2563","SPAC31G5.14",1.963
"2564","SPBC1289.02c",1.581
"2565","SPCC1223.12c",4.748
"2566","SPAC26A3.14c",0.889
"2567","SPAC2F3.03c",1.817
"2568","SPAC24H6.08",1.25
"2569","SPAC926.07c",0.987
"2570","SPBC36B7.03",2.297
"2571","SPAC17A2.13c",1.772
"2572","SPBC1A4.10c",3.147
"2573","SPBC1703.02",2.798
"2574","SPAP8A3.09c",2.917
"2575","SPAC17A5.01",3.306
"2576","SPSNORNA.29",0.095
"2577","SPNCRNA.1126",3.309
"2578","SPAC16E8.13",2.649
"2579","SPBC17D1.07c",4.64
"2580","SPBC354.07c",2.59
"2581","SPBC365.04c",0.954
"2582","SPAC11D3.15",4.227
"2583","SPBC428.08c",4.492
"2584","SPAC977.14c",1.294
"2585","SPBC26H8.11c",0.898
"2586","SPNCRNA.1080",1.208
"2587","SPBC15D4.03",2.75
"2588","SPNCRNA.130",1.001
"2589","SPCP1E11.06",2.829
"2590","SPCC4G3.15c",1.365
"2591","SPAC1639.01c",3.428
"2592","SPCC1235.02",2.138
"2593","SPCC550.08",1.858
"2594","SPAC3H1.04c",2.349
"2595","SPBTRNAGLN.01",0.072
"2596","SPCC126.07c",2.492
"2597","SPCC126.08c",1.252
"2598","SPAC9.11",2.311
"2599","SPAC1B9.02c",2.8
"2600","SPAC2C4.14c",2.078
"2601","SPAC140.04",1.767
"2602","SPBC1271.02",2.502
"2603","SPAC2F7.02c",1.938
"2604","SPAC4D7.04c",1.481
"2605","SPAC821.13c",5.073
"2606","SPBP8B7.28c",0.935
"2607","SPNCRNA.1412",1.46
"2608","SPBC16H5.04",0.917
"2609","SPAC821.07c",2.599
"2610","SPBC23G7.16",1.236
"2611","SPBC1604.02c",4.18
"2612","SPBP23A10.02",1.22
"2613","SPAC3A11.14c",3.27
"2614","SPBC1709.11c",1.434
"2615","SPNCRNA.239",0.776
"2616","SPAC29A4.09",1.241
"2617","SPBTRNATHR.07",0.072
"2618","SPBP8B7.19",3.307
"2619","SPAC22F3.06c",3.617
"2620","SPNCRNA.1617",0.684
"2621","SPAPJ695.02",2.27
"2622","SPCC126.01c",1.663
"2623","SPBC405.01",2.739
"2624","SPBC1271.04c",2.181
"2625","SPAC9E9.10c",2.04
"2626","SPNCRNA.841",1.643
"2627","SPAC3H8.07c",0.924
"2628","SPBC18E5.08",1.992
"2629","SPBC26H8.01",2.358
"2630","SPAC1786.01c",2.511
"2631","SPAC26F1.08c",3.491
"2632","SPAC890.03",2.473
"2633","SPBC119.01",1.729
"2634","SPCC162.02c",3.443
"2635","SPCC320.12",1.234
"2636","SPCC4F11.03c",1.456
"2637","SPBC1718.07c",5.015
"2638","SPNCRNA.54",0.549
"2639","SPNCRNA.1374",3.639
"2640","SPNCRNA.1397",3.514
"2641","SPAC13D6.03c",1.491
"2642","SPAC11E3.12",2.991
"2643","SPCC18.15",3.027
"2644","SPCC1682.04",3.059
"2645","SPCC10H11.01",3.395
"2646","SPCC16C4.02c",2.91
"2647","SPBC776.12c",2.174
"2648","SPAC16C9.02c",1.417
"2649","SPBC18H10.11c",1.523
"2650","SPBC16D10.07c",2.642
"2651","SPBC11G11.02c",2.422
"2652","SPBC16C6.10",1.758
"2653","SPSNORNA.13",0.091
"2654","SPAC1F5.04c",5.914
"2655","SPAC31A2.04c",0.854
"2656","SPNCRNA.1658",4.284
"2657","SPBC16G5.05c",2.026
"2658","SPCC1393.09c",1.509
"2659","SPBC2D10.06",2.144
"2660","SPAC1687.22c",3.645
"2661","SPAC2F7.16c",4.451
"2662","SPAC14C4.13",2.658
"2663","SPBC27.04",3.159
"2664","SPAP27G11.02",1.43
"2665","SPBC4.06",1.77
"2666","SPBC354.05c",4.233
"2667","SPSNORNA.54",0.088
"2668","SPBC23G7.12c",1.374
"2669","SPBC211.08c",1.692
"2670","SPAC2F7.17",2.327
"2671","SPBC27.02c",1.35
"2672","SPAC1B3.20",0.557
"2673","SPCC613.03",3.333
"2674","SPAC1B2.06",0.869
"2675","SPBC19G7.05c",6.484
"2676","SPCC548.04",2.493
"2677","SPBC16A3.06",1.783
"2678","SPAC227.07c",2.439
"2679","SPCC188.09c",3.621
"2680","SPBC19F8.04c",1.167
"2681","SPNCRNA.1395",2.269
"2682","SPBC776.07",1.123
"2683","SPNCRNA.279",0.989
"2684","SPNCRNA.921",1.717
"2685","SPNCRNA.227",0.977
"2686","SPAC1250.04c",0.89
"2687","SPAC17C9.15c",1.511
"2688","SPBC29A10.10c",6.061
"2689","SPAC23H4.04",1.594
"2690","SPNCRNA.975",1.315
"2691","SPAC22H10.02",1.175
"2692","SPAC27D7.07c",0.877
"2693","SPBP35G2.04c",1.041
"2694","SPCC1672.12c",1.678
"2695","SPAC14C4.16",1.103
"2696","SPAC1006.03c",3.125
"2697","SPBC215.08c",4.038
"2698","SPNCRNA.710",1.724
"2699","SPBC30D10.18c",1.087
"2700","SPCC1884.02",3.506
"2701","SPACUNK4.07c",3.991
"2702","SPBC13E7.01",2.99
"2703","SPAC343.18",1.267
"2704","SPBC336.15",3.493
"2705","SPCC550.15c",1.938
"2706","SPNCRNA.1243",1.896
"2707","SPBC2D10.16",0.846
"2708","SPAC105.03c",2.775
"2709","SPBC16G5.07c",1.807
"2710","SPBC18E5.12c",1.593
"2711","SPAC9.08c",1.513
"2712","SPAC959.07",1.065
"2713","SPBC1709.15c",2.472
"2714","SPBC4F6.06",3.938
"2715","SPAC26A3.16",1.676
"2716","SPNCRNA.725",4.62
"2717","SPAC4D7.03",2.585
"2718","SPAC10F6.06",1.152
"2719","SPBC14F5.07",4.434
"2720","SPCC63.06",1.429
"2721","SPCC16C4.03",1.544
"2722","SPCC1672.10",1.777
"2723","SPNCRNA.1689",0.602
"2724","SPAC13G7.05",2.224
"2725","SPAC637.07",2.002
"2726","SPAC2F3.09",2.489
"2727","SPBC3E7.08c",3.81
"2728","SPBC4C3.07",1.32
"2729","SPBC776.15c",2.142
"2730","SPBC4B4.10c",1.43
"2731","SPSNORNA.09",0.084
"2732","SPAC4G8.07c",2.063
"2733","SPNCRNA.1213",1.981
"2734","SPAC17C9.09c",0.92
"2735","SPAC1556.08c",1.608
"2736","SPAP27G11.04c",1.385
"2737","SPNCRNA.1600",0.809
"2738","SPAC9E9.08",2.781
"2739","SPAC12G12.14c",2.011
"2740","SPBP4H10.21c",0.862
"2741","SPNCRNA.1074",2.426
"2742","SPCC126.05c",1.637
"2743","SPAC4A8.12c",1.482
"2744","SPCC4F11.02",1.841
"2745","SPBC211.02c",3.049
"2746","SPBC1105.02c",1.765
"2747","SPCC306.04c",3.747
"2748","SPCC1795.03",2.154
"2749","SPAC16E8.10c",1.099
"2750","SPAC227.02c",0.694
"2751","SPCC895.05",5.406
"2752","SPBC106.20",2.727
"2753","SPCC338.05c",1.525
"2754","SPNCRNA.1487",1.173
"2755","SPBC30B4.01c",3.653
"2756","SPNCRNA.1538",2.997
"2757","SPAC17D4.04",2.463
"2758","SPAC16E8.01",4.928
"2759","SPBC336.12c",3.09
"2760","SPBC1773.05c",1.521
"2761","SPCC1620.09c",1.996
"2762","SPCC4G3.13c",1.543
"2763","SPAC18G6.10",2.512
"2764","SPBC21C3.04c",1.877
"2765","SPAC1B3.05",2.466
"2766","SPBC1271.10c",2.787
"2767","SPCPB16A4.04c",1.777
"2768","SPAC6B12.05c",1.285
"2769","SPAC2E1P3.05c",1.964
"2770","SPAC13G7.12c",2.864
"2771","SPBC646.07c",1.315
"2772","SPBPB10D8.02c",2.403
"2773","SPMITTRNAILE.01",0.073
"2774","SPNCRNA.624",1.586
"2775","SPCC14G10.02",4.923
"2776","SPCC74.03c",2.815
"2777","SPAC1805.04",5.926
"2778","SPAC1250.05",0.853
"2779","SPAC1805.05",1.98
"2780","SPAPB24D3.07c",1.354
"2781","SPAC26A3.01",2.174
"2782","SPAC4D7.08c",2.552
"2783","SPAC6G10.07",2.902
"2784","SPAC11D3.08c",3.465
"2785","SPAC3A11.11c",1.82
"2786","SPAC6F6.11c",1.664
"2787","SPMITTRNATYR.01",0.086
"2788","SPBC460.03",1.704
"2789","SPAC1786.02",3.422
"2790","SPBP8B7.04",2.561
"2791","SPAC1556.03",2.649
"2792","SPAC57A10.03",1.403
"2793","SPBC23E6.07c",3.455
"2794","SPBC660.07",3.062
"2795","SPNCRNA.984",1.21
"2796","SPCC622.08c",1.071
"2797","SPBC4F6.08c",0.858
"2798","SPBC713.07c",3.784
"2799","SPAC29B12.10c",3.334
"2800","SPCC1620.11",3.852
"2801","SPBC1652.02",3.403
"2802","SPBC3B9.15c",4.133
"2803","SPNCRNA.1214",1.89
"2804","SPNCRNA.1375",0.431
"2805","SPBC29A3.13",2.779
"2806","SPBC3B9.19",1.299
"2807","SPBC1347.11",1.33
"2808","SPCC663.02",2.186
"2809","SPCC830.03",3.8
"2810","SPNCRNA.1100",1.37
"2811","SPAC144.06",4.11
"2812","SPBC31E1.04",1.66
"2813","SPAC3A12.07",0.905
"2814","SPBC25H2.04c",1.152
"2815","SPAC12B10.13",1.147
"2816","SPBC1105.17",1.983
"2817","SPNCRNA.1091",2.173
"2818","SPAC8C9.16c",1.545
"2819","SPBC14C8.03",1.74
"2820","SPNCRNA.1446",2.231
"2821","SPBC106.03",1.694
"2822","SPBC1105.01",3.417
"2823","SPBP8B7.05c",2.178
"2824","SPBC11C11.04c",4.095
"2825","SPAC1F5.03c",2.138
"2826","SPCTRNALEU.11",0.079
"2827","SPBC215.13",2.173
"2828","SPAC27E2.10c",1.776
"2829","SPBC56F2.04",7.733
"2830","SPSNORNA.15",0.074
"2831","SPCC663.11",2.24
"2832","SPAC1F7.14c",0.246
"2833","SPBC119.05c",1.426
"2834","SPAC24C9.06c",3.478
"2835","SPNCRNA.656",0.7
"2836","SPNCRNA.897",2.621
"2837","SPBC16E9.15",0.977
"2838","SPCC1223.01",2.866
"2839","SPBC20F10.02c",2.053
"2840","SPAC11D3.18c",2.117
"2841","SPCC126.15c",1.26
"2842","SPBC1539.08",1.47
"2843","SPBC27.03",2.169
"2844","SPNCRNA.849",1.695
"2845","SPBC2G2.07c",1.717
"2846","SPCC757.09c",2.874
"2847","SPNCRNA.1319",0.955
"2848","SPBC1E8.05",2.188
"2849","SPCC584.03c",3.803
"2850","SPNCRNA.644",1.021
"2851","SPAC8F11.02c",1.284
"2852","SPAC1296.01c",2.532
"2853","SPAC16E8.18",0.324
"2854","SPAC24C9.03",2.233
"2855","SPNCRNA.961",1.162
"2856","SPBC16A3.09c",1.491
"2857","SPAC20G4.04c",1.72
"2858","SPAC1782.01",5.365
"2859","SPCC1840.09",1.348
"2860","SPBC23E6.02",4.777
"2861","SPAC2F3.16",2.343
"2862","SPCC417.15",0.343
"2863","SPNCRNA.32",0.43
"2864","SPBC8D2.14c",3.253
"2865","SPNCRNA.164",0.212
"2866","SPAC22F8.08",3.112
"2867","SPCP1E11.04c",2.101
"2868","SPAC22G7.02",3.533
"2869","SPAC6C3.02c",0.808
"2870","SPAC26H5.07c",2.093
"2871","SPCC16C4.04",1.336
"2872","SPBC1778.05c",3.079
"2873","SPBC1861.08c",0.994
"2874","SPBC359.05",4.805
"2875","SPAC17A2.07c",0.639
"2876","SPBC947.15c",2.622
"2877","SPBP23A10.09",0.881
"2878","SPBP4H10.03",1.806
"2879","SPCC132.02",1.801
"2880","SPBC839.07",0.864
"2881","SPAC1093.07",1.992
"2882","SPAC1486.03c",2.653
"2883","SPBC18H10.09",2.918
"2884","SPBC1921.06c",1.638
"2885","SPCC553.04",2.367
"2886","SPCC553.03",3.164
"2887","SPNCRNA.1161",0.535
"2888","SPAC5H10.07",0.696
"2889","SPAPB15E9.01c",4.356
"2890","SPCC777.11",1.963
"2891","SPBC21B10.09",2.567
"2892","SPAC2F3.15",3.038
"2893","SPCC1020.05",3.11
"2894","SPBC1711.06",1.38
"2895","SPAC2C4.17c",3.768
"2896","SPBC16D10.05",7.329
"2897","SPBC9B6.10",2.069
"2898","SPAC29A4.10",2.666
"2899","SPAC664.12c",2.643
"2900","SPBC1734.07c",3.421
"2901","SPAC31A2.16",4.034
"2902","SPNCRNA.111",3.776
"2903","SPBP8B7.20c",5.515
"2904","SPBC29A10.13",0.822
"2905","SPNCRNA.672",3.403
"2906","SPAC27F1.07",1.772
"2907","SPBC1685.01",2.697
"2908","SPBC1921.03c",2.03
"2909","SPBC25H2.18",1.349
"2910","SPAC4G9.06c",2.907
"2911","SPBC106.06",1.888
"2912","SPAC4D7.12c",1.158
"2913","SPCC576.13",0.648
"2914","SPBC29A3.11c",2.004
"2915","SPBC776.17",0.97
"2916","SPAC13G6.05c",1.352
"2917","SPAC4D7.07c",2.474
"2918","SPCC1442.12",2.002
"2919","SPAC1783.07c",2.783
"2920","SPAC630.10",1.239
"2921","SPAC821.08c",2.685
"2922","SPBC365.20c",3.744
"2923","SPBC17D1.06",2.298
"2924","SPAC17C9.06",2.03
"2925","SPNCRNA.1142",0.795
"2926","SPNCRNA.1222",1.124
"2927","SPCC11E10.04",1.744
"2928","SPBP16F5.04",1.314
"2929","SPAC732.01",1.225
"2930","SPAC22F3.02",2.973
"2931","SPNCRNA.852",1.398
"2932","SPAC1805.01c",2.886
"2933","SPBC354.06",2.5
"2934","SPCC1840.05c",2.429
"2935","SPBP4H10.08",0.613
"2936","SPBTRNATHR.06",0.072
"2937","SPAC23D3.12",2.633
"2938","SPBC17D11.02c",2.296
"2939","SPAC19B12.09",0.853
"2940","SPAC140.03",1.702
"2941","SPNCRNA.1545",0.907
"2942","SPNCRNA.1281",1.257
"2943","SPAC630.05",2.798
"2944","SPBC16A3.17c",3.37
"2945","SPAC1834.05",2.488
"2946","SPACUNK4.14",2.75
"2947","SPMITTRNAARG.01",0.077
"2948","SPMITTRNATHR.01",0.073
"2949","SPNCRNA.1236",0.615
"2950","SPAC17H9.02",3.364
"2951","SPNCRNA.243",1.165
"2952","SPCC1827.03c",2.279
"2953","SPAC27D7.04",1.407
"2954","SPBC947.14c",0.893
"2955","SPNCRNA.1290",0.831
"2956","SPBC725.16",3
"2957","SPAC1834.04",0.87
"2958","SPCC188.02",2.61
"2959","SPBC428.19c",2.101
"2960","SPAC1F12.06c",2.745
"2961","SPBP19A11.04c",7.23
"2962","SPAC11D3.04c",1.932
"2963","SPAC630.12",1.911
"2964","SPNCRNA.454",1.478
"2965","SPCC757.13",2.737
"2966","SPNCRNA.861",1.101
"2967","SPBC30D10.11",2.502
"2968","SPBC14F5.06",2.698
"2969","SPAC343.12",1.996
"2970","SPBC216.05",10.377
"2971","SPCC162.12",2.088
"2972","SPAC17C9.13c",1.529
"2973","SPBP8B7.21",2.766
"2974","SPAC1327.01c",3.596
"2975","SPBC19C2.15c",1.006
"2976","SPBC11G11.07",3.134
"2977","SPNCRNA.701",1.318
"2978","SPBC1773.03c",2.338
"2979","SPBC29A10.06c",1.354
"2980","SPAC30C2.08",2.23
"2981","SPNCRNA.733",0.919
"2982","SPCC417.03",0.33
"2983","SPAC688.16",0.667
"2984","SPBC32F12.01c",2.162
"2985","SPAC1420.01c",2.696
"2986","SPNCRNA.952",1.578
"2987","SPAC4G9.17c",1.651
"2988","SPAC17G8.13c",3.61
"2989","SPAC22F8.10c",1.941
"2990","SPCC24B10.12",0.556
"2991","SPCC18.10",1.827
"2992","SPCC1259.02c",3.784
"2993","SPCC794.07",2.09
"2994","SPAC6F12.09",4.471
"2995","SPBC1703.04",2.395
"2996","SPBC685.06",1.075
"2997","SPCC1235.01",2.377
"2998","SPCC5E4.03c",2.479
"2999","SPNCRNA.1137",2.301
"3000","SPBC776.18c",2.547
"3001","SPAC22G7.04",3.778
"3002","SPCC794.06",3.185
"3003","SPNCRNA.1031",2.308
"3004","SPAC323.06c",2.152
"3005","SPBC31F10.15c",0.674
"3006","SPCC553.05c",1.913
"3007","SPAC1F8.08",1.013
"3008","SPAC30D11.09",2.206
"3009","SPAC7D4.05",1.628
"3010","SPBC11B10.03",2.228
"3011","SPNCRNA.954",2.219
"3012","SPNCRNA.1148",0.487
"3013","SPBC1105.06",1.689
"3014","SPAC222.13c",2.674
"3015","SPAPB18E9.05c",0.273
"3016","SPAC16E8.14c",1.248
"3017","SPCC1620.10",1.342
"3018","SPCC1322.14c",2.901
"3019","SPAC17G8.02",1.98
"3020","SPAC15A10.03c",2.909
"3021","SPCC663.18",1.22
"3022","SPCC63.10c",2.048
"3023","SPBC106.10",2.206
"3024","SPBC13E7.04",1.124
"3025","SPAP8A3.14c",2.371
"3026","SPAC23D3.10c",2.833
"3027","SPAC18B11.02c",1.362
"3028","SPAP27G11.05c",3.29
"3029","SPBC14C8.05c",1.698
"3030","SPNCRNA.519",0.547
"3031","SPAC1F8.03c",2.1
"3032","SPBC2G2.04c",0.664
"3033","SPAC3A11.13",0.685
"3034","SPAC144.12",3.059
"3035","SPAC2F3.04c",1.129
"3036","SPAC13G6.12c",3.112
"3037","SPBC1198.13c",3.152
"3038","SPAC1687.17c",1.141
"3039","SPAC1805.03c",2.016
"3040","SPBC27B12.07",1.611
"3041","SPSNRNA.04",0.129
"3042","SPNCRNA.1420",0.782
"3043","SPAC2C4.03c",0.669
"3044","SPCC2H8.02",3.037
"3045","SPBC3F6.04c",2.77
"3046","SPNCRNA.619",2.025
"3047","SPAC4H3.06",2.321
"3048","SPAC2G11.12",4.177
"3049","SPAC19B12.12c",2.174
"3050","SPBC691.05c",2.466
"3051","SPBC14F5.08",3.404
"3052","SPAC22E12.06c",2.878
"3053","SPBP19A11.02c",1.267
"3054","SPBC14C8.14c",3.102
"3055","SPAC5H10.09c",0.846
"3056","SPCC736.10c",1.172
"3057","SPBC28E12.03",3.825
"3058","SPAC1F12.07",1.485
"3059","SPBC1271.14",2.076
"3060","SPAC10F6.16",1.29
"3061","SPCC970.01",3.584
"3062","SPCC965.10",2.781
"3063","SPCC1494.01",2.166
"3064","SPAC23C11.13c",1.321
"3065","SPAC16A10.07c",2.55
"3066","SPBC354.13",2.764
"3067","SPAC1039.06",2.157
"3068","SPAC31G5.21",0.697
"3069","SPAC959.09c",3.135
"3070","SPAC637.05c",2.173
"3071","SPAC23C11.11",2.182
"3072","SPBC405.05",1.147
"3073","SPAC23C4.08",1.67
"3074","SPAC23D3.03c",2.068
"3075","SPAC664.09",2.782
"3076","SPAC25B8.03",2.797
"3077","SPCC576.15c",2.475
"3078","SPNCRNA.1021",4.039
"3079","SPAC29A4.08c",2.139
"3080","SPBC16G5.04",0.865
"3081","SPAC6B12.13",1.188
"3082","SPNCRNA.1110",0.993
"3083","SPAC458.06",1.538
"3084","SPBC409.10",1.321
"3085","SPAC144.01",0.597
"3086","SPCC622.17",1.57
"3087","SPBC11B10.02c",1.738
"3088","SPAC2C4.07c",3.267
"3089","SPMITTRNAVAL.01",0.073
"3090","SPCC5E4.06",3.773
"3091","SPCC777.05",1.479
"3092","SPAC688.08",3.491
"3093","SPBC1734.09",3.374
"3094","SPBC1604.13c",0.915
"3095","SPNCRNA.605",3.09
"3096","SPBC27B12.06",3.072
"3097","SPBC21B10.06c",2.049
"3098","SPAC23C11.14",1.428
"3099","SPNCRNA.1681",0.742
"3100","SPBC1683.05",2.66
"3101","SPAP14E8.04",1.311
"3102","SPAC21E11.07",1.254
"3103","SPAC4C5.03",1.562
"3104","SPNCRNA.283",0.411
"3105","SPAC9.13c",1.165
"3106","SPCC1919.01",1.981
"3107","SPAC13A11.05",2.13
"3108","SPAC15A10.11",6.634
"3109","SPSNRNA.05",0.12
"3110","SPAPB17E12.12c",1.19
"3111","SPBP8B7.29",2.39
"3112","SPAC13A11.02c",2.52
"3113","SPBC336.07",4.286
"3114","SPBC1861.03",4.956
"3115","SPNCRNA.1505",2.725
"3116","SPAPB1A10.12c",2.104
"3117","SPCC1393.12",1.019
"3118","SPNCRNA.441",0.345
"3119","SPAC17G8.07",1.085
"3120","SPBC317.01",6.079
"3121","SPAC4F8.13c",5.048
"3122","SPAC15E1.08",1.277
"3123","SPCC1672.08c",1.167
"3124","SPCC1450.12",3.263
"3125","SPBC56F2.08c",3.156
"3126","SPAC1F7.10",1.403
"3127","SPBC16C6.12c",1.582
"3128","SPAC1687.10",2.373
"3129","SPAC3F10.13",2.681
"3130","SPNCRNA.1336",1.383
"3131","SPAC6F6.17",4.422
"3132","SPAC26A3.11",1.528
"3133","SPAPB1E7.02c",2.775
"3134","SPBP8B7.17c",2.263
"3135","SPCC74.01",2.372
"3136","SPAC1556.05c",3.115
"3137","SPBC21C3.03",2.57
"3138","SPBC31F10.13c",3.362
"3139","SPCC1906.03",2.02
"3140","SPNCRNA.670",0.724
"3141","SPAC227.12",1.844
"3142","SPBC1539.05",2.704
"3143","SPNCRNA.419",1.782
"3144","SPNCRNA.1598",0.879
"3145","SPAC1952.15c",2.431
"3146","SPAC4G9.13c",2.549
"3147","SPBC29A3.05",0.879
"3148","SPAC24C9.07c",6.069
"3149","SPBC409.21",1.237
"3150","SPAC11D3.19",1.469
"3151","SPAC806.11",0.863
"3152","SPNCRNA.03",0.775
"3153","SPAC29B12.05c",1.212
"3154","SPAC16.01",1.947
"3155","SPAC1687.01",0.82
"3156","SPCC1259.05c",0.748
"3157","SPBC13A2.03",2.11
"3158","SPNCRNA.776",0.905
"3159","SPAC22F3.13",4.324
"3160","SPBC12C2.09c",1.738
"3161","SPBC21H7.07c",1.047
"3162","SPCC297.04c",1.285
"3163","SPNCRNA.121",0.238
"3164","SPNCRNA.689",1.627
"3165","SPBC1604.04",1.454
"3166","SPNCRNA.501",0.992
"3167","SPATRNAILE.01",0.074
"3168","SPBC2D10.03c",0.705
"3169","SPCC338.07c",2.792
"3170","SPCC320.08",1.785
